member_name,rank,employer,total,count
Michael Bennet,17,GREVE FOUNDATION,102,10
Mark Warner,1,KOHLBERG KRAVIS ROBERTS &,52500,15
Mark Warner,2,APOLLO GLOBAL,45000,17
Mark Warner,3,GOLDMAN SACHS,42600,14
Mark Warner,4,VISA,40000,23
Mark Warner,5,JPMORGAN CHASE,35500,18
Mark Warner,6,BANK OF NEW YORK,28500,9
Mark Warner,7,COMCAST,20230,22
Mark Warner,8,COINBASE,19000,6
Mark Warner,9,FIDELITY INVESTMENTS,18750,23
Mark Warner,10,GOLDMAN SACHS &,16700,6
Mark Warner,11,BLUE CROSS BLUE SHIELD,15000,6
Mark Warner,12,SPRUCE HOUSE,14000,4
Mark Warner,13,BROWNSTEIN HYATT FARBER SCHRECK,13900,20
Mark Warner,14,BLACKSTONE,13000,5
Mark Warner,15,MILLER BARONDESS,12000,4
Mark Warner,16,CAPITOL COUNSEL,11750,12
Mark Warner,17,AMAZON,11250,11
Sheldon Whitehouse,1,COTCHETT PITRE & MCCARTHY,7000,2
Sheldon Whitehouse,2,ANBAU ENTERPRISES,6600,2
Sheldon Whitehouse,3,LORING WOLCOTT,5000,2
Sheldon Whitehouse,4,SHAWMUT CAPITAL,3500,1
Sheldon Whitehouse,5,GOOGLE,3500,1
Sheldon Whitehouse,6,IMPERIUM GLOBAL ADVISORS,1500,2
Sheldon Whitehouse,7,LARKSPUR,1450,4
Sheldon Whitehouse,8,DAY PITNEY,1250,2
Sheldon Whitehouse,9,NEW MEXICO PEDIATRIC SOCIETY,1100,1
Sheldon Whitehouse,10,THE HAWTHORN LC,1000,1
Sheldon Whitehouse,11,MAHONEY DONNELLY,1000,1
Sheldon Whitehouse,12,GRAYROBINSON,1000,1
Sheldon Whitehouse,13,CDI METERS,750,2
Sheldon Whitehouse,14,CFO COMPLIANCE,650,1
Sheldon Whitehouse,15,IHEARTMEDIA,500,1
Sheldon Whitehouse,16,FEDERAL STREET STRATEGIES,500,1
Sheldon Whitehouse,17,HMFH ARCHITECTS,500,1
Sheldon Whitehouse,18,ECOMBUSTIBLE ENERGY,390,2
Maggie Hassan,1,LIBERTY MUTUAL INSURANCE,17500,11
Maggie Hassan,2,ANTHROPIC PBC,14000,4
Maggie Hassan,3,ROSEN,10000,3
Maggie Hassan,4,CHISHOLM CHISHOLM & KILPATRICK,7144,4
Maggie Hassan,5,HEADWATER,7000,2
Maggie Hassan,6,VETERANS UNITED HOME LOANS,7000,3
Maggie Hassan,7,THE BAUPOST,7000,3
Maggie Hassan,8,MASS GENERAL HOSPITAL,7000,2
Maggie Hassan,9,140 SUMMER,7000,2
Maggie Hassan,10,CORNERSTONE GOVERNMENT AFFAIRS,5500,7
Maggie Hassan,11,THE DINEX,5400,2
Maggie Hassan,12,KIRKENDALL DWYER,5000,2
Maggie Hassan,13,KECHES LAW,5000,2
Maggie Hassan,14,VAN SCOYOC,5000,4
Maggie Hassan,15,KLAIN &,5000,2
Maggie Hassan,16,DOHERTY CELLA KEANE,5000,2
Maggie Hassan,17,WINSTON AND COUNSELING,4600,2
Catherine Cortez Masto,1,APOLLO,9000,3
Catherine Cortez Masto,2,D'LEON ENGINEERS,7000,2
Catherine Cortez Masto,3,THE DUBERSTEIN,6000,3
Catherine Cortez Masto,4,ACESSO BIOLOGICS,5000,2
Catherine Cortez Masto,5,NHS,5000,2
Catherine Cortez Masto,6,FUNDAMENTAL,5000,2
Catherine Cortez Masto,7,MARQUIS COMPANIES,5000,2
Catherine Cortez Masto,8,AVENUE SOLUTIONS,4000,2
Catherine Cortez Masto,9,APOLLO GLOBAL,4000,2
Catherine Cortez Masto,10,STRATEGIC LINK,3500,2
Catherine Cortez Masto,11,PISCES,3500,1
Catherine Cortez Masto,12,ROCKET HOMES,3500,1
Catherine Cortez Masto,13,ROCKET COMPANIES,3500,2
Catherine Cortez Masto,14,CAPITAL FUNDING,3500,1
Catherine Cortez Masto,15,ARIEL INVESTMENTS,3500,1
Catherine Cortez Masto,16,K&L GATES,3000,3
Catherine Cortez Masto,17,AVOQ,2500,1
Elizabeth Warren,1,SCALED AGILE,5000,2
Elizabeth Warren,2,CONRAD,3500,1
Elizabeth Warren,3,AMERICAN NATIONAL,3300,1
Elizabeth Warren,4,WILLIAM H THOMAS JR,1776,1
Elizabeth Warren,5,UNIVERSITY OF PENNSYLVANIA,1150,7
Elizabeth Warren,6,KLA-TENCOR,1040,18
Elizabeth Warren,7,WHYNOT INITIATIVE,1000,1
Elizabeth Warren,8,UMMC,1000,3
Elizabeth Warren,9,UNIV OF CONN,954,27
Elizabeth Warren,10,STANFORD UNIVERSITY,950,13
Elizabeth Warren,11,HOSPITAL,933,21
Elizabeth Warren,12,STANFORD UNIV,900,24
Elizabeth Warren,13,ARCTIC SLOPE RESEARCH,900,9
Elizabeth Warren,14,LEVY,850,4
Elizabeth Warren,15,HOT OFF THE PRESS,850,14
Elizabeth Warren,16,VIENNA VA,800,5
Bernie Sanders,1,GOOGLE,13271,151
Bernie Sanders,2,NVIDIA,12936,30
Bernie Sanders,3,AMAZON,8426,65
Bernie Sanders,4,META,7861,65
Bernie Sanders,5,MICROSOFT,7824,61
Bernie Sanders,6,USERNODE LABS AG,7500,3
Bernie Sanders,7,KAISER PERMANENTE,6183,68
Bernie Sanders,8,KNOX EQUITY,6000,7
Bernie Sanders,9,UC SANTA CRUZ,5120,8
Bernie Sanders,10,ZEPHYR AI,5000,2
Bernie Sanders,11,PATRIOT GROWTH INSURANCE,5000,2
Bernie Sanders,12,EPIC SYSTEMS,5000,2
Bernie Sanders,13,PLAYGROUND THEORY,5000,2
Bernie Sanders,14,AGERO,5000,2
Bernie Sanders,15,APPLE,4887,72
Bernie Sanders,16,NORTHWESTERN UNIVERSITY,4500,6
Tina Smith,1,ALBRIGHT STONEBRIDGE,1000,1
Tina Smith,2,MISSISSIPPI STATE UNIV,75,2
Tina Smith,3,THOMPSON COBURN,50,2
Tina Smith,4,EMBLEMHEALTH NEW YORK,25,1
Tina Smith,5,UNVERSITY OF COLORADO BOULDER,25,1
Tina Smith,6,ELIZABET P HESS PHD,24,2
Tina Smith,7,MOUNT SINAI HEALTH SYSTEM,12,1
Tina Smith,8,RPI,12,2
Tina Smith,9,UNIONBANK,10,1
Tina Smith,10,STATE AGRICULTURE DEVELOPMENT COMMITTE,10,2
Tina Smith,11,RITE AID,10,1
Tina Smith,12,VERIZON WIRELESS,7,3
Tina Smith,13,USF,6,3
Tina Smith,14,WHITE ENERGY,6,1
Tina Smith,15,LARRY GASSAN PHOTO/WHITE GLOVE SCANNIN,5,1
Tina Smith,16,AMERICAN EMBASSY SCHOOL-NEW DELHI,5,1
Tina Smith,17,WESTERN IOWA TECH COMM COLLEGE,5,1
Ben Ray Lujan,1,ANDREESSEN HOROWITZ,9050,4
Ben Ray Lujan,2,NATIONAL ASSOCIATION OF BROADCASTERS,8500,8
Ben Ray Lujan,3,JS CAPITAL,7000,2
Ben Ray Lujan,4,MASSACHUSETTS GENERAL HOSPITAL,7000,2
Ben Ray Lujan,5,THE BAUPOST,7000,2
Ben Ray Lujan,6,CLOTHIA,5350,2
Ben Ray Lujan,7,SCOUT VENTURES,4000,3
Ben Ray Lujan,8,S-3 PUBLIC AFFAIRS,4000,4
Ben Ray Lujan,9,ROBERTI GLOBAL,3500,1
Ben Ray Lujan,10,TIBER CREEK,3500,2
Ben Ray Lujan,11,SIMMONS & RUSSELL,3500,2
Ben Ray Lujan,12,GIBBS & BRUNS,3500,2
Ben Ray Lujan,13,LINCOLN PARK,3500,3
Ben Ray Lujan,14,L&F DISTRIBUTORS,3500,1
Ben Ray Lujan,15,ECG CONSULTANTS,3300,1
Ben Ray Lujan,16,PECK MADIGAN JONES,3000,3
Ben Ray Lujan,17,EMPIRE,3000,3
Raphael Warnock,1,THE CARSON FAMILY CHARITABLE TRUST,7000,2
Raphael Warnock,2,FARELLA BRAUN + MARTEL,3500,1
Raphael Warnock,3,LONGSHORE AND WAREHOUSE,3500,1
Raphael Warnock,4,GOOGLE,1890,66
Raphael Warnock,5,PENN AVENUE,1500,1
Raphael Warnock,6,HDR,1309,44
Raphael Warnock,7,MCGUIRE WOODS,1000,1
Raphael Warnock,8,RENAISSANCE PROPERTIES,1000,1
Raphael Warnock,9,MICROSOFT,900,33
Raphael Warnock,10,MARLARM S4,900,18
Raphael Warnock,11,COLGATE DIVINITY SCHOOL,900,9
Raphael Warnock,12,SOUTHERN CA PERMANENTE MEDICAL,900,9
Raphael Warnock,13,MATOACA MIDDLE,855,18
Raphael Warnock,14,HARVARD UNIVERSITY,765,27
Raphael Warnock,15,PLAVE KOCH,750,1
Raphael Warnock,16,FREDDIE MAC,750,23
Raphael Warnock,17,INTEL,747,27
Peter Welch,1,MEEHAN BOYLE BLACK & BOGDANOW,1000,1
Peter Welch,2,EHRENKRANZ,535,1
Peter Welch,3,SUNSTEIN KANN MURPHY & TIMBERS,250,1
